Hour,TI(AM/PM),Weekday,Day,Month,Electricity(kwh)
10,PM,wed,27,Aug,0.702
8,AM,,18,May,0.832
8,PM,tue,22,Jul,3.418
1,AM,thu,4,Dec,0.253
2,AM,,20,Jun,0.356
8,AM,mon,26,May,0.301
8,AM,,27,May,0.336
5,PM,,9,Oct,0.671
12,AM,,30,Mar,0.589
10,PM,,4,Dec,0.523
11,PM,,30,Sep,0.284
1,PM,tue,19,Aug,0.422
11,PM,thu,27,Mar,0.388
11,AM,,13,Sep,0.504
7,AM,,13,Feb,0.886
10,AM,fri,28,Feb,0.418
2,PM,,27,Jun,0.691
11,AM,,17,Jul,1.356
1,PM,wed,3,Sep,0.286
7,PM,,20,Jan,3.132
5,AM,,4,Jun,1.822
12,AM,wed,3,Dec,0.3
1,AM,,9,Apr,0.064
3,PM,sun,19,Jan,2.034
12,PM,,12,Apr,0.148
5,AM,,12,Aug,1.175
6,PM,sat,1,Nov,0.802
3,PM,sun,7,Sep,0.611
7,AM,,19,Oct,0.864
1,PM,,3,Apr,0.112
1,AM,,15,Mar,0.259
10,AM,thu,20,Feb,0.48
5,AM,sun,27,Apr,0.099
9,PM,wed,6,Aug,0.821
3,PM,mon,20,Oct,0.228
10,AM,sun,27,Jul,1.454
5,AM,fri,16,May,0.713
10,AM,mon,7,Apr,0.137
4,PM,mon,15,Dec,0.44
12,AM,thu,6,Feb,0.335
7,PM,sun,31,Aug,2.376
7,PM,mon,27,Jan,3.312
10,PM,fri,13,Jun,1.058
7,PM,,5,Feb,1.75
7,PM,wed,10,Dec,2.059
10,AM,tue,22,Apr,0.101
2,AM,,15,Sep,0.157
4,PM,sat,16,Aug,1.264
11,AM,sat,26,Apr,0.185
8,AM,,21,Jul,1.066
3,PM,sun,26,Jan,2.106
8,PM,thu,29,May,1.165
8,PM,thu,25,Dec,1.408
9,AM,,10,Feb,0.418
1,AM,sat,26,Jul,0.85
4,AM,thu,16,Oct,0.13
10,PM,,8,Jul,1.392
9,PM,thu,12,Jun,1.058
3,AM,sat,25,Oct,0.191
3,AM,,12,Apr,0.106
3,PM,,23,Nov,0.429
1,PM,thu,10,Apr,0.132
6,AM,fri,29,Aug,1.325
2,AM,fri,5,Sep,0.113
5,PM,mon,10,Feb,1.747
9,AM,,14,Dec,0.941
4,AM,,13,Jun,0.353
12,PM,,24,Feb,0.588
1,PM,,29,Nov,0.259
11,PM,mon,29,Sep,0.364
2,AM,,24,Nov,0.108
3,PM,mon,15,Dec,0.458
1,AM,fri,7,Feb,0.25
11,PM,,30,May,0.744
9,AM,mon,17,Feb,0.324
10,AM,,18,Nov,0.193
6,AM,,29,Oct,0.713
9,PM,,5,Sep,0.28
7,AM,sat,4,Jan,1.944
5,PM,thu,17,Jul,3.089
7,PM,sat,22,Feb,1.793
8,AM,sun,10,Aug,1.529
6,AM,mon,6,Oct,0.619
6,PM,thu,16,Oct,0.857
1,AM,sat,21,Jun,0.475
9,PM,,30,Mar,0.576
1,AM,sat,15,Feb,0.421
12,PM,,24,May,0.413
2,AM,,2,Aug,0.335
4,PM,sat,12,Jul,2.333
11,AM,,1,Feb,0.814
12,PM,,24,Apr,0.174
2,PM,,14,Jun,1.685
10,PM,sat,28,Jun,0.857
7,AM,sat,25,Jan,1.944
9,AM,,16,Nov,0.373
11,PM,wed,20,Aug,0.636
1,PM,,30,Aug,0.698
9,AM,,25,Sep,0.181
8,PM,,22,Oct,0.941
2,AM,,1,Dec,0.185
2,PM,fri,20,Jun,0.828
12,PM,,3,Sep,0.347
11,PM,mon,9,Jun,0.81
11,PM,,12,Feb,0.48
3,AM,,8,Apr,0.049
1,PM,,22,Mar,0.451
9,PM,,10,Feb,0.799
6,AM,thu,25,Dec,1.135
8,PM,,21,Aug,1.882
9,PM,,28,Apr,0.153
2,PM,,27,Apr,0.228
10,AM,sat,5,Apr,0.157
6,PM,mon,17,Feb,1.63
5,PM,,21,Jan,2.808
6,PM,,30,Jun,2.318
4,PM,fri,1,Aug,0.509
8,PM,,4,May,1.368
7,PM,,10,Aug,2.246
11,PM,thu,18,Dec,0.556
12,PM,sat,7,Jun,1.08
4,PM,,8,Jan,0.728
12,PM,,2,Oct,0.255
6,PM,thu,11,Sep,1.058
9,PM,wed,29,Jan,0.96
2,PM,fri,26,Dec,0.488
12,AM,sat,18,Jan,1.776
11,AM,thu,20,Mar,0.452
6,PM,,25,Dec,1.663
1,PM,mon,27,Oct,0.226
8,AM,,13,Feb,0.389
3,PM,thu,25,Sep,0.249
11,AM,,26,Jul,1.656
11,AM,tue,2,Dec,0.578
12,AM,,4,Nov,0.116
11,PM,,27,Jul,1.404
6,PM,sat,4,Oct,1.112
8,PM,,6,Aug,1.997
6,PM,tue,5,Aug,1.344
4,PM,sat,11,Jan,1.692
1,PM,,16,Jan,0.672
9,PM,,7,Aug,0.785
10,AM,sun,2,Mar,0.523
3,PM,fri,9,May,0.288
11,AM,,17,Oct,0.351
7,AM,fri,10,Oct,0.648
3,PM,wed,2,Apr,0.14
5,AM,fri,13,Jun,2.119
11,PM,mon,18,Aug,0.516
2,PM,,12,Jul,1.594
2,PM,,20,Jul,1.862
12,PM,fri,2,May,0.436
6,AM,tue,11,Nov,0.502
1,AM,mon,18,Aug,0.218
5,AM,,1,Aug,1.307
1,PM,tue,7,Oct,0.211
11,AM,,4,Sep,0.396
6,AM,tue,4,Mar,0.95
8,AM,,12,Nov,0.185
4,AM,,31,May,0.238
12,PM,sun,28,Sep,0.407
9,AM,thu,20,Feb,0.356
1,PM,,15,May,0.278
5,PM,mon,13,Oct,0.624
8,PM,tue,18,Mar,1.139
4,AM,,6,Jan,0.476
10,PM,fri,17,Oct,0.454
11,AM,fri,1,Aug,0.534
7,AM,tue,6,May,0.691
8,PM,,16,Feb,1.987
12,PM,wed,26,Nov,0.261
4,PM,,4,Aug,0.47
10,PM,sat,10,May,0.301
9,AM,,24,Aug,1.231
10,PM,sun,14,Dec,0.479
2,PM,sat,27,Dec,0.783
12,AM,wed,17,Dec,0.356
3,AM,,12,Jun,0.335
3,AM,,17,Mar,0.138
2,AM,sat,7,Jun,0.459
7,PM,,17,Apr,0.556
4,AM,,10,Nov,0.09
5,PM,,22,Jul,3.494
1,PM,fri,17,Jan,0.728
12,AM,,11,Mar,0.211
10,PM,tue,2,Dec,0.616
10,PM,sat,31,May,0.307
10,AM,wed,1,Jan,0.952
7,AM,,24,Oct,0.589
11,AM,thu,22,May,0.416
10,AM,fri,7,Mar,0.371
9,AM,sat,6,Dec,1.148
9,PM,tue,8,Jul,1.224
11,PM,,30,Jul,1.428
10,AM,mon,20,Oct,0.194
7,AM,,19,May,0.864
3,AM,,20,Oct,0.138
2,AM,sat,1,Feb,0.374
10,PM,,3,May,0.33
9,AM,,8,May,0.283
1,AM,,24,Sep,0.123
9,AM,,22,Jan,0.57
5,PM,wed,19,Mar,1.154
9,AM,sun,20,Apr,0.216
6,PM,wed,11,Jun,2.218
2,PM,tue,16,Sep,0.244
2,AM,wed,2,Apr,0.071
3,AM,thu,31,Jul,0.528
7,PM,,16,Oct,1.123
10,AM,fri,30,May,0.342
3,PM,,14,Oct,0.218
4,PM,fri,6,Jun,0.814
5,AM,,25,Jul,2.191
2,PM,sun,1,Jun,1.253
11,PM,,31,May,0.816
7,PM,,16,Aug,2.052
3,AM,,19,May,0.19
10,PM,,19,May,0.372
5,PM,wed,3,Dec,1.43
10,AM,wed,1,Oct,0.206
8,PM,,11,Aug,1.862
2,PM,fri,4,Apr,0.121
5,PM,,6,Oct,0.811
11,PM,,24,Feb,0.684
4,AM,,29,Mar,0.276
3,PM,fri,7,Mar,0.336
5,PM,,7,Jun,1.474
12,AM,,10,Feb,0.288
7,AM,,28,Feb,1.188
11,PM,wed,9,Jul,0.972
6,PM,thu,27,Mar,1.176
7,PM,sun,15,Jun,2.916
1,AM,sat,19,Jul,0.85
4,AM,sat,18,Jan,0.552
9,PM,mon,17,Feb,0.814
3,AM,,28,Sep,0.172
6,PM,tue,18,Mar,1.277
10,AM,thu,17,Apr,0.104
5,AM,,29,Jun,0.599
1,AM,fri,25,Apr,0.071
11,AM,wed,23,Jul,1.152
5,PM,,23,Jul,3.557
12,AM,mon,2,Jun,0.648
3,AM,,15,Jun,0.599
11,PM,,15,Dec,0.451
10,PM,wed,20,Aug,0.678
9,AM,,12,Mar,0.218
10,PM,thu,15,May,0.324
12,PM,,24,Aug,0.706
5,PM,tue,22,Apr,0.351
11,AM,sat,30,Aug,0.583
10,PM,wed,9,Apr,0.164
2,PM,thu,24,Jul,1.027
9,PM,,26,Jul,0.989
7,AM,tue,7,Oct,0.508
9,PM,sat,12,Apr,0.13
5,PM,sat,19,Jul,1.944
1,PM,,10,Mar,0.365
12,AM,,25,Mar,0.259
1,AM,sun,31,Aug,0.313
6,PM,,2,Jun,2.545
1,AM,,23,Jun,0.353
6,AM,,15,Jun,1.598
6,AM,,30,Mar,0.704
12,PM,,15,May,0.352
7,PM,,30,Oct,0.929
1,AM,,31,Oct,0.096
6,AM,fri,10,Oct,0.619
8,AM,sat,5,Apr,0.359
1,PM,fri,21,Mar,0.266
3,PM,tue,23,Dec,0.422
1,AM,,12,Feb,0.281
8,AM,sat,8,Nov,0.567
1,PM,sun,7,Dec,0.581
1,PM,wed,24,Dec,0.462
11,PM,sat,5,Jul,2.064
9,AM,tue,10,Jun,0.481
9,AM,wed,14,May,0.211
10,PM,,26,May,0.4
3,PM,,5,Dec,0.392
7,AM,tue,10,Jun,1.798
9,AM,wed,1,Oct,0.175
1,AM,,3,Feb,0.233
9,AM,,20,Sep,0.548
7,PM,mon,20,Oct,0.994
4,PM,thu,19,Jun,0.691
4,PM,fri,21,Nov,0.171
11,AM,,29,Sep,0.333
2,AM,,14,Jul,0.432
3,PM,sun,18,May,0.727
8,PM,sat,15,Feb,1.771
11,PM,,18,Jul,2.16
8,PM,sat,14,Jun,3.499
5,PM,sat,14,Jun,1.393
1,PM,,6,Aug,0.562
6,AM,wed,8,Jan,2.376
3,PM,wed,11,Jun,0.864
10,PM,,10,Jan,1.12
3,AM,mon,1,Sep,0.168
10,AM,,28,Mar,0.381
11,PM,,4,Jan,2.1
8,AM,,7,Mar,0.275
10,PM,,15,Feb,0.446
10,AM,tue,2,Sep,0.249
7,PM,,17,Oct,0.907
12,AM,,30,May,0.278
1,PM,wed,15,Oct,0.264
6,AM,thu,3,Apr,0.342
8,PM,,24,Nov,0.821
9,PM,,11,Jul,1.046
11,AM,,16,Nov,0.292
1,AM,,26,Oct,0.18
5,PM,fri,14,Nov,0.655
12,AM,,25,Jan,1.616
1,PM,,1,Feb,0.756
7,AM,sat,1,Mar,0.778
8,PM,fri,14,Nov,0.763
7,AM,,27,Apr,0.414
11,PM,fri,11,Apr,0.315
1,PM,,8,Sep,0.283
1,AM,,10,Aug,0.36
6,PM,sat,4,Jan,3.96
6,PM,fri,10,Oct,1.0
2,AM,sun,17,Aug,0.367
1,AM,fri,28,Mar,0.168
1,PM,thu,4,Sep,0.255
7,AM,,23,Aug,1.166
10,AM,,9,Oct,0.192
12,AM,sun,6,Jul,1.824
4,AM,tue,19,Aug,0.262
10,PM,,27,Mar,0.372
10,AM,wed,31,Dec,0.418
9,PM,wed,12,Feb,0.576
9,AM,fri,12,Sep,0.223
9,AM,,12,May,0.247
3,AM,,22,Feb,0.31
8,AM,,2,Aug,1.326
11,PM,,10,Dec,0.594
7,AM,mon,11,Aug,1.166
9,AM,sun,7,Dec,0.891
2,PM,,24,Oct,0.25
4,PM,,27,Nov,0.169
11,AM,sun,9,Feb,0.77
5,AM,,30,Jul,2.746
11,PM,mon,24,Nov,0.214
12,PM,tue,29,Jul,1.068
7,AM,sat,8,Mar,1.075
2,PM,wed,19,Nov,0.153
9,AM,tue,9,Sep,0.206
6,PM,sat,5,Apr,0.626
6,AM,tue,11,Feb,1.368
5,AM,,16,Feb,0.392
12,AM,,23,Oct,0.196
3,AM,mon,11,Aug,0.218
5,PM,thu,6,Feb,1.31
6,PM,mon,20,Oct,0.781
4,AM,wed,26,Feb,0.25
12,AM,,27,Jan,0.72
5,PM,,29,Oct,0.796
7,PM,mon,6,Oct,0.864
4,AM,,10,Jun,0.396
10,AM,,25,Jan,1.08
3,PM,thu,5,Jun,0.778
10,PM,,31,Oct,0.34
8,PM,thu,10,Jul,3.264
5,PM,sun,13,Apr,0.248
7,AM,wed,16,Apr,0.254
1,AM,,8,Feb,0.396
4,PM,,2,Feb,0.972
6,AM,,14,Jan,2.472
1,PM,thu,2,Oct,0.199
10,PM,thu,25,Dec,0.539
7,AM,fri,4,Jul,2.117
10,AM,fri,2,May,0.378
10,PM,,14,Aug,0.606
7,PM,mon,18,Aug,2.117
12,AM,,8,Mar,0.595
10,PM,,17,Nov,0.234
12,AM,,11,May,0.646
9,AM,mon,14,Apr,0.078
11,PM,,20,Jul,1.08
8,PM,sun,16,Mar,1.541
9,PM,,6,May,0.504
5,PM,sat,17,May,0.677
3,AM,sun,12,Jan,0.498
3,PM,tue,1,Jul,0.797
10,AM,,23,Nov,0.308
6,AM,sat,19,Apr,0.276
9,PM,wed,7,May,0.432
8,AM,fri,30,May,0.256
11,AM,sun,30,Nov,0.216
7,PM,thu,13,Feb,2.311
2,AM,,29,Aug,0.233
10,AM,,21,Dec,0.7
2,PM,,1,Mar,0.736
1,PM,,13,Jul,1.339
5,AM,sat,28,Jun,0.508
4,PM,,10,Jan,0.92
11,PM,,29,May,0.408
3,PM,wed,15,Jan,0.784
12,PM,,19,Aug,0.66
2,AM,thu,30,Oct,0.119
11,PM,,14,Jan,0.84
6,PM,wed,12,Feb,1.781
9,AM,fri,15,Aug,0.317
8,AM,,12,Mar,0.285
1,PM,fri,31,Oct,0.283
3,PM,,9,Jun,0.655
4,AM,mon,13,Oct,0.133
1,PM,,19,Jan,1.02
3,AM,thu,15,May,0.141
3,PM,,17,May,0.857
4,AM,,14,Aug,0.221
7,PM,,12,Apr,0.583
6,PM,sat,23,Aug,1.922
12,PM,,2,Aug,0.799
3,PM,wed,1,Jan,0.72
6,AM,sun,26,Oct,0.523
3,PM,fri,29,Aug,0.504
12,PM,,15,Jul,1.14
10,PM,,1,Sep,0.301
4,AM,tue,18,Feb,0.235
2,PM,,23,Dec,0.392
9,PM,mon,5,May,0.394
3,AM,,22,Nov,0.151
1,AM,,14,Nov,0.087
3,AM,,27,Jan,0.356
12,PM,,10,Apr,0.147
7,AM,,27,Mar,0.842
2,PM,,16,Jun,0.814
6,PM,mon,15,Sep,0.872
7,AM,sat,13,Dec,1.373
7,AM,,18,Feb,1.08
7,AM,,18,Dec,0.832
11,AM,,30,Sep,0.305
5,AM,,8,Aug,1.412
12,AM,,15,Jun,1.584
12,PM,sat,30,Aug,0.763
11,AM,,15,Jun,1.123
10,AM,thu,13,Nov,0.149
2,PM,sat,19,Apr,0.278
8,PM,sat,2,Aug,2.57
9,PM,sun,29,Jun,1.242
3,PM,,7,Oct,0.259
2,PM,,2,May,0.256
5,PM,tue,27,May,1.05
4,PM,,3,Aug,1.015
3,PM,wed,9,Apr,0.113
6,PM,sun,2,Nov,0.794
4,PM,,18,Nov,0.164
3,PM,tue,18,Mar,0.342
8,PM,mon,13,Jan,3.584
5,AM,sat,5,Jul,0.799
10,AM,,24,Jul,0.883
10,AM,tue,24,Jun,0.785
1,AM,,7,Aug,0.254
6,AM,,24,Mar,0.845
9,AM,,20,Jul,2.225
8,AM,,6,Sep,0.792
12,PM,,24,Dec,0.457
12,PM,tue,13,May,0.348
6,AM,,22,Dec,1.518
2,AM,wed,30,Apr,0.051
7,PM,sat,25,Jan,3.924
12,AM,,25,Sep,0.252
4,AM,,16,Dec,0.262
6,PM,sun,8,Jun,3.24
7,PM,,26,Nov,0.915
5,AM,thu,20,Nov,0.535
10,PM,,20,Apr,0.123
12,AM,sat,28,Jun,1.195
7,PM,fri,6,Jun,3.143
2,AM,mon,17,Mar,0.134
11,AM,sun,19,Jan,1.008
9,AM,,28,Sep,0.617
8,AM,sat,1,Nov,0.532
4,AM,mon,14,Apr,0.055
5,AM,,11,Jun,1.921
2,AM,,7,Aug,0.25
9,PM,thu,20,Feb,0.619
4,PM,sat,19,Jul,2.074
4,PM,,9,Apr,0.103
7,PM,,4,Jan,3.78
6,PM,wed,17,Sep,0.941
2,PM,wed,13,Aug,0.413
12,PM,,2,Jan,0.84
10,PM,fri,28,Mar,0.538
6,PM,sun,20,Jul,4.709
8,PM,,12,Dec,1.654
10,AM,fri,22,Aug,0.562
12,PM,thu,24,Jul,1.032
7,PM,,7,Jan,3.42
11,PM,,20,Jan,1.06
3,PM,,11,Aug,0.518
7,PM,tue,4,Nov,0.818
1,AM,sun,18,May,0.226
1,PM,,21,Apr,0.133
5,AM,mon,2,Jun,2.079
7,AM,mon,14,Jul,2.074
9,PM,,20,May,0.432
7,AM,tue,9,Dec,0.941
5,PM,wed,11,Jun,2.083
12,AM,sat,8,Nov,0.378
2,PM,,26,Mar,0.365
2,PM,sun,20,Apr,0.197
1,PM,mon,23,Jun,0.605
1,AM,,20,Dec,0.386
5,PM,mon,17,Nov,0.62
3,PM,,25,Apr,0.12
12,AM,,26,May,0.276
8,AM,sat,12,Apr,0.452
2,AM,,15,Jun,0.54
2,AM,sat,25,Oct,0.193
12,AM,mon,1,Sep,0.204
10,AM,,6,Jan,0.68
9,PM,tue,1,Jul,1.454
1,AM,wed,1,Jan,0.34
11,PM,,31,Jul,1.356
11,PM,fri,9,May,0.896
7,PM,fri,21,Feb,2.203
10,PM,thu,19,Jun,1.044
5,AM,,12,Jun,2.138
4,AM,,15,Mar,0.228
8,AM,wed,19,Nov,0.185
7,AM,thu,11,Sep,0.573
1,AM,,16,Apr,0.05
1,AM,tue,21,Oct,0.142
11,AM,thu,20,Nov,0.23
10,AM,,19,Jan,1.224
8,AM,fri,25,Apr,0.118
3,AM,mon,16,Jun,0.367
6,AM,,7,Nov,0.643
10,AM,,14,Mar,0.269
9,AM,mon,13,Jan,0.6
8,PM,wed,30,Apr,0.542
12,PM,mon,10,Nov,0.196
9,PM,wed,12,Mar,0.408
7,PM,sun,25,May,1.627
4,AM,,25,Jan,0.654
5,PM,,31,Dec,1.544
11,AM,,5,Mar,0.448
9,AM,mon,10,Mar,0.257
8,AM,fri,9,May,0.349
7,PM,tue,18,Feb,2.03
2,AM,,7,Apr,0.049
6,AM,,12,Apr,0.226
4,AM,mon,22,Sep,0.15
1,AM,,8,Sep,0.119
11,PM,,30,Dec,0.556
2,AM,sat,30,Aug,0.41
7,AM,,10,Feb,1.102
10,AM,,16,Mar,0.48
2,PM,wed,23,Apr,0.133
8,PM,mon,14,Apr,0.437
3,PM,,4,Sep,0.238
6,AM,,9,Feb,1.008
1,AM,fri,29,Aug,0.257
11,AM,sat,23,Aug,0.619
8,AM,,4,Jan,3.016
6,AM,thu,12,Jun,2.182
4,PM,wed,8,Oct,0.221
5,PM,,27,Nov,0.474
4,AM,,6,Oct,0.096
5,PM,sun,12,Oct,0.497
1,PM,sun,3,Aug,0.814
5,AM,,20,Mar,0.774
2,AM,,5,Oct,0.173
8,PM,,18,Jul,3.533
6,PM,,2,Sep,0.98
6,AM,,29,Jan,2.496
1,PM,,16,Aug,0.583
4,PM,,27,Mar,0.269
7,PM,,12,Dec,2.039
4,PM,,8,Dec,0.44
2,AM,thu,11,Dec,0.176
11,PM,wed,3,Dec,0.605
8,PM,sat,13,Sep,1.071
4,PM,,18,Aug,0.408
10,AM,wed,12,Mar,0.323
5,AM,sun,17,Aug,0.371
4,PM,,21,Dec,1.03
11,AM,,1,May,0.44
11,PM,,25,Apr,0.357
6,PM,,11,Feb,1.378
1,PM,sun,1,Jun,1.058
7,AM,sat,12,Apr,0.356
7,AM,,24,Jul,2.138
11,PM,,16,Feb,0.678
5,PM,,27,Jun,1.872
10,AM,,23,Aug,0.698
8,AM,,3,Apr,0.11
12,PM,mon,10,Mar,0.372
8,AM,,18,Jul,1.133
9,AM,,6,Oct,0.214
9,PM,mon,25,Aug,0.72
8,AM,,19,Sep,0.238
7,PM,,3,May,1.238
4,PM,wed,26,Mar,0.31
8,AM,mon,15,Sep,0.241
6,PM,thu,8,May,1.064
10,PM,thu,30,Jan,0.83
11,AM,,5,Oct,0.356
12,AM,wed,26,Feb,0.418
12,AM,,26,Jul,1.613
6,PM,wed,21,May,1.344
1,PM,mon,5,May,0.368
3,PM,,1,Apr,0.137
2,AM,tue,12,Aug,0.192
11,AM,,7,Apr,0.144
4,AM,,26,Jul,0.59
6,PM,wed,3,Sep,0.833
5,AM,,14,Dec,0.264
3,PM,thu,17,Jul,0.97
2,PM,wed,11,Jun,0.864
2,PM,,28,May,0.282
5,AM,,15,May,0.845
4,AM,mon,24,Feb,0.202
5,PM,sat,15,Nov,0.47
9,AM,tue,8,Apr,0.105
2,PM,sat,15,Nov,0.292
4,PM,fri,15,Aug,0.451
8,PM,,24,Aug,2.311
6,PM,thu,17,Apr,0.374
7,PM,,16,Jul,4.234
9,PM,tue,21,Jan,1.14
1,PM,wed,1,Jan,0.784
10,PM,sat,27,Dec,0.466
9,PM,sat,18,Oct,0.23
6,AM,mon,3,Mar,0.787
1,AM,sun,11,May,0.228
3,PM,thu,23,Jan,0.72
10,PM,mon,27,Jan,0.97
4,AM,tue,25,Mar,0.149
2,PM,,18,Mar,0.349
7,AM,thu,6,Mar,0.641
7,PM,sun,16,Nov,0.867
7,AM,mon,23,Jun,1.409
10,PM,,22,Dec,0.539
1,PM,,27,Jul,1.411
9,PM,,6,Nov,0.308
12,PM,,7,Sep,0.475
3,AM,sat,26,Jul,0.605
1,PM,,6,Jun,0.842
12,AM,,20,Mar,0.24
7,AM,thu,5,Jun,1.523
8,AM,,11,Jun,0.619
1,PM,,6,Jul,1.224
2,AM,sun,9,Nov,0.123
2,PM,wed,16,Jul,0.979
8,PM,wed,5,Nov,0.605
3,AM,,10,Feb,0.233
9,AM,thu,4,Sep,0.197
2,AM,tue,5,Aug,0.206
4,AM,fri,31,Oct,0.127
9,PM,sat,15,Mar,0.381
6,AM,,10,May,0.595
7,AM,sun,29,Jun,1.75
2,PM,fri,21,Nov,0.158
10,PM,sun,24,Aug,0.498
12,PM,,5,Jul,1.181
3,AM,thu,10,Apr,0.07
3,PM,wed,1,Oct,0.192
5,AM,,1,Jun,0.491
11,AM,wed,10,Sep,0.312
10,PM,,18,May,0.452
10,AM,wed,5,Nov,0.158
3,AM,wed,8,Jan,0.332
4,AM,wed,17,Sep,0.14
3,AM,,2,Jan,0.464
10,AM,tue,13,May,0.256
7,PM,,22,Oct,0.875
9,PM,mon,7,Apr,0.198
7,AM,sat,29,Mar,1.037
4,PM,,6,Mar,0.275
11,PM,,5,Jan,1.07
6,PM,,9,Apr,0.496
5,AM,,24,May,0.247
11,AM,thu,6,Mar,0.348
4,PM,sat,4,Jan,2.106
7,AM,sat,31,May,1.037
12,AM,,8,Feb,1.056
4,PM,,30,May,0.301
5,PM,mon,17,Mar,0.998
4,AM,,12,Mar,0.174
8,AM,,8,Apr,0.125
1,AM,mon,7,Apr,0.064
3,PM,sun,20,Jul,2.268
5,AM,,3,Jan,2.288
4,PM,,13,Mar,0.317
5,PM,,2,Jun,2.176
3,AM,,8,Oct,0.107
8,AM,,7,Aug,0.533
6,AM,,7,Oct,0.662
7,AM,wed,7,May,0.706
9,AM,,18,Dec,0.376
11,AM,fri,18,Apr,0.15
8,PM,sun,28,Dec,1.723
12,AM,tue,18,Nov,0.144
4,AM,,1,Mar,0.288
11,PM,fri,7,Mar,0.744
1,PM,fri,4,Apr,0.13
8,PM,,6,Nov,0.828
4,PM,wed,25,Jun,0.619
1,PM,,27,Jun,0.828
9,AM,,26,Sep,0.168
1,PM,,11,Jun,0.626
11,AM,sat,2,Aug,0.828
8,AM,,19,Jan,2.938
1,PM,fri,17,Oct,0.257
5,PM,,7,May,0.915
12,PM,,4,May,0.389
7,AM,,15,Oct,0.556
11,AM,thu,21,Aug,0.516
10,PM,,15,Apr,0.173
8,PM,,4,Mar,1.152
8,AM,wed,1,Jan,0.656
4,PM,tue,29,Jul,0.826
10,PM,sat,20,Sep,0.227
6,PM,sun,28,Sep,1.033
12,AM,thu,27,Nov,0.136
5,PM,fri,4,Jul,2.621
9,PM,,3,Aug,0.756
7,AM,,28,Jul,2.052
12,AM,,17,Jul,0.864
4,PM,,13,Dec,0.802
10,AM,,11,Oct,0.4
8,PM,sun,20,Apr,0.589
8,AM,mon,8,Dec,0.405
4,AM,mon,8,Sep,0.143
7,PM,,1,Feb,2.225
9,AM,thu,4,Dec,0.264
2,AM,sun,23,Mar,0.206
5,AM,sat,9,Aug,0.338
3,PM,sun,12,Oct,0.632
4,PM,,24,Feb,0.384
12,PM,,15,Oct,0.348
8,AM,sat,29,Mar,1.154
6,AM,,7,May,1.027
3,PM,,14,Apr,0.115
2,PM,fri,26,Sep,0.314
1,PM,,27,Jan,0.648
4,AM,,7,May,0.184
10,AM,,9,Mar,0.528
5,AM,,28,May,1.03
4,PM,tue,13,May,0.368
6,AM,,18,Sep,0.748
4,PM,tue,11,Nov,0.205
4,AM,sun,27,Jul,0.806
2,PM,fri,15,Aug,0.523
10,PM,,30,May,0.582
1,AM,mon,15,Sep,0.118
12,AM,mon,24,Feb,0.374
1,AM,sun,2,Mar,0.206
6,AM,,23,Sep,0.941
4,AM,,4,Aug,0.245
8,AM,,8,May,0.317
5,PM,,15,Jun,1.782
10,PM,,26,Aug,0.612
12,PM,mon,8,Dec,0.627
8,AM,wed,26,Nov,0.2
3,PM,,28,Nov,0.153
3,PM,sat,29,Mar,0.85
3,AM,fri,23,May,0.134
7,AM,sun,23,Feb,1.397
8,AM,tue,23,Dec,0.493
11,PM,tue,15,Apr,0.168
10,AM,fri,19,Sep,0.286
11,PM,,16,Jul,1.14
4,AM,,25,Feb,0.25
1,AM,,28,Feb,0.194
1,PM,sat,22,Nov,0.302
11,AM,,18,Sep,0.354
7,AM,wed,28,May,0.763
10,PM,sun,28,Sep,0.364
2,AM,tue,10,Jun,0.353
4,PM,,26,Apr,0.302
4,PM,wed,26,Feb,0.466
9,AM,mon,1,Sep,0.174
5,PM,tue,28,Jan,2.912
2,PM,,13,Feb,0.538
1,AM,mon,20,Jan,0.476
1,PM,wed,17,Dec,0.502
9,PM,thu,20,Mar,0.403
8,PM,,28,Sep,1.336
9,AM,sat,15,Mar,0.605
3,AM,,4,May,0.228
6,PM,,25,Feb,1.999
10,PM,thu,27,Feb,0.72
5,PM,fri,31,Oct,0.749
12,PM,thu,20,Nov,0.2
7,AM,sun,27,Jul,2.534
11,PM,,4,Oct,0.714
4,PM,mon,23,Jun,0.619
5,PM,thu,20,Feb,1.638
12,AM,fri,27,Jun,0.643
1,PM,,14,May,0.294
11,AM,,26,Feb,0.54
2,AM,wed,20,Aug,0.211
11,AM,,28,Jul,1.104
8,AM,,28,Aug,0.494
7,AM,,31,Mar,0.778
12,PM,sun,2,Nov,0.311
9,PM,,26,Nov,0.27
12,PM,,28,Jan,1.2
5,AM,thu,23,Oct,0.772
5,PM,,20,Apr,0.313
3,PM,sat,9,Aug,1.123
7,PM,,12,Jul,4.752
1,PM,sun,25,May,0.432
3,AM,,23,Apr,0.071
10,AM,thu,13,Feb,0.403
9,AM,sun,29,Jun,1.328
12,PM,,16,Sep,0.308
7,AM,fri,30,May,0.792
11,PM,mon,24,Mar,0.388
10,PM,,10,Dec,0.583
7,PM,,10,Mar,1.152
4,PM,,3,Jul,0.845
12,AM,sat,21,Jun,1.469
3,AM,,10,Nov,0.085
1,PM,fri,30,May,0.362
10,AM,wed,24,Sep,0.291
11,AM,thu,3,Jul,1.308
12,AM,tue,22,Apr,0.076
11,PM,,26,Sep,0.833
6,AM,,22,Apr,0.378
4,PM,,23,Feb,1.145
